id,deep,deep_allowed,deepNet,result,ppda_cal,allowed_ppda,ppdaNet,HS.x,HST.x,HF.x,HC.x,HY.x,HR.x,AS.x,AST.x,AF.x,AC.x,AY.x,AR.x,ShotNet,STNet,FNet,CNet,YNet,RNet,HtrgPerc,AtrgPerc,PercNet
1,11,5,6,w,5.942857143,21.45454545,-15.51168831,15,7,9,11,0,0,12,5,9,2,2,0,3,2,0,9,-2,0,0.466666667,0.416666667,0.05
2,5,11,-6,l,21.45454545,5.942857143,15.51168831,15,7,9,11,0,0,12,5,9,2,2,0,3,2,0,9,-2,0,0.466666667,0.416666667,0.05
3,9,1,8,w,6.935483871,16.4,-9.464516129,5,3,6,1,2,0,14,9,13,1,2,0,-9,-6,-7,0,0,0,0.6,0.642857143,-0.042857143
4,1,9,-8,l,16.4,6.935483871,9.464516129,5,3,6,1,2,0,14,9,13,1,2,0,-9,-6,-7,0,0,0,0.6,0.642857143,-0.042857143
5,4,6,-2,d,13.6,9.133333333,4.466666667,13,3,10,3,2,0,8,3,19,4,1,0,5,0,-9,-1,1,0,0.230769231,0.375,-0.144230769
6,5,7,-2,w,11.5,9.785714286,1.714285714,11,3,15,5,0,0,5,3,11,2,1,0,6,0,4,3,-1,0,0.272727273,0.6,-0.327272727
7,0,9,-9,w,9.277777778,5.5,3.777777778,10,4,6,2,0,0,11,3,12,7,0,0,-1,1,-6,-5,0,0,0.4,0.272727273,0.127272727
8,5,5,0,d,11.30769231,4.074074074,7.233618236,6,2,16,6,2,0,10,3,14,2,1,1,-4,-1,2,4,1,-1,0.333333333,0.3,0.033333333
9,5,5,0,d,4.074074074,11.30769231,-7.233618236,6,2,16,6,2,0,10,3,14,2,1,1,-4,-1,2,4,1,-1,0.333333333,0.3,0.033333333
10,6,4,2,d,9.133333333,13.6,-4.466666667,13,3,10,3,2,0,8,3,19,4,1,0,5,0,-9,-1,1,0,0.230769231,0.375,-0.144230769
11,9,0,9,l,5.5,9.277777778,-3.777777778,10,4,6,2,0,0,11,3,12,7,0,0,-1,1,-6,-5,0,0,0.4,0.272727273,0.127272727
12,7,5,2,l,9.785714286,11.5,-1.714285714,11,3,15,5,0,0,5,3,11,2,1,0,6,0,4,3,-1,0,0.272727273,0.6,-0.327272727
13,2,15,-13,l,13.42105263,5.25,8.17105263,31,7,13,14,1,0,7,4,9,0,0,0,24,3,4,14,1,0,0.225806452,0.571428571,-0.345622119
14,15,2,13,w,5.25,13.42105263,-8.17105263,31,7,13,14,1,0,7,4,9,0,0,0,24,3,4,14,1,0,0.225806452,0.571428571,-0.345622119
15,10,1,9,w,11.05263158,13.20689655,-2.15426497,9,2,12,5,1,0,8,2,7,3,3,0,1,0,5,2,-2,0,0.222222222,0.25,-0.027777778
16,7,3,4,d,6.434782609,18.66666667,-12.23188406,15,1,3,12,0,0,8,2,13,3,2,0,7,-1,-10,9,-2,0,0.066666667,0.25,-0.183333333
17,1,10,-9,l,13.20689655,11.05263158,2.15426497,9,2,12,5,1,0,8,2,7,3,3,0,1,0,5,2,-2,0,0.222222222,0.25,-0.027777778
18,3,7,-4,d,18.66666667,6.434782609,12.23188406,15,1,3,12,0,0,8,2,13,3,2,0,7,-1,-10,9,-2,0,0.066666667,0.25,-0.183333333
19,4,8,-4,l,6.452380952,9.064516129,-2.612135177,11,5,15,3,3,0,18,7,13,5,4,0,-7,-2,2,-2,-1,0,0.454545455,0.388888889,0.065656566
20,8,4,4,w,9.064516129,6.452380952,2.612135177,11,5,15,3,3,0,18,7,13,5,4,0,-7,-2,2,-2,-1,0,0.454545455,0.388888889,0.065656566
21,8,4,4,w,5.3125,11.38461538,-6.07211538,16,9,13,10,2,0,18,5,11,7,1,0,-2,4,2,3,1,0,0.5625,0.277777778,0.284722222
22,4,8,-4,l,11.38461538,5.3125,6.07211538,16,9,13,10,2,0,18,5,11,7,1,0,-2,4,2,3,1,0,0.5625,0.277777778,0.284722222
23,12,9,3,l,13,10.72,2.28,22,7,10,10,0,0,12,4,13,5,2,0,10,3,-3,5,-2,0,0.318181818,0.333333333,-0.015151515
24,9,12,-3,w,10.72,13,-2.28,22,7,10,10,0,0,12,4,13,5,2,0,10,3,-3,5,-2,0,0.318181818,0.333333333,-0.015151515
25,8,4,4,d,5.485714286,8.870967742,-3.385253456,16,4,11,8,0,0,8,3,10,6,2,0,8,1,1,2,-2,0,0.25,0.375,-0.125
26,4,3,1,w,8.863636364,3.925,4.938636364,12,2,11,4,2,0,8,2,11,7,3,0,4,0,0,-3,-1,0,0.166666667,0.25,-0.083333333
27,6,1,5,w,9.428571429,12,-2.571428571,14,3,10,5,2,0,15,6,6,9,1,0,-1,-3,4,-4,1,0,0.214285714,0.4,-0.185714286
28,6,9,-3,l,17.5,13.92857143,3.57142857,15,8,9,7,1,0,10,3,11,5,3,0,5,5,-2,2,-2,0,0.533333333,0.3,0.233333333
29,9,6,3,w,13.92857143,17.5,-3.57142857,15,8,9,7,1,0,10,3,11,5,3,0,5,5,-2,2,-2,0,0.533333333,0.3,0.233333333
30,1,6,-5,l,12,9.428571429,2.571428571,14,3,10,5,2,0,15,6,6,9,1,0,-1,-3,4,-4,1,0,0.214285714,0.4,-0.185714286
31,3,4,-1,l,3.925,8.863636364,-4.938636364,12,2,11,4,2,0,8,2,11,7,3,0,4,0,0,-3,-1,0,0.166666667,0.25,-0.083333333
32,4,8,-4,d,8.870967742,5.485714286,3.385253456,16,4,11,8,0,0,8,3,10,6,2,0,8,1,1,2,-2,0,0.25,0.375,-0.125
33,10,2,8,d,8.976744186,47.14285714,-38.16611295,30,10,14,13,1,0,3,2,4,2,0,0,27,8,10,11,1,0,0.333333333,0.666666667,-0.333333334
34,2,10,-8,d,47.14285714,8.976744186,38.16611295,30,10,14,13,1,0,3,2,4,2,0,0,27,8,10,11,1,0,0.333333333,0.666666667,-0.333333334
35,5,2,3,l,11.6,11.12,0.48,15,3,16,8,3,0,6,4,11,4,1,0,9,-1,5,4,2,0,0.2,0.666666667,-0.466666667
36,2,5,-3,w,11.12,11.6,-0.48,15,3,16,8,3,0,6,4,11,4,1,0,9,-1,5,4,2,0,0.2,0.666666667,-0.466666667
37,4,5,-1,d,10.57692308,6.297297297,4.279625783,14,5,9,4,1,0,12,3,14,5,0,0,2,2,-5,-1,1,0,0.357142857,0.25,0.107142857
38,5,4,1,d,6.297297297,10.57692308,-4.279625783,14,5,9,4,1,0,12,3,14,5,0,0,2,2,-5,-1,1,0,0.357142857,0.25,0.107142857
39,9,5,4,d,8.363636364,19.95,-11.58636364,6,2,17,4,2,0,9,2,8,6,2,0,-3,0,9,-2,0,0,0.333333333,0.222222222,0.111111111
40,5,9,-4,d,19.95,8.363636364,11.58636364,6,2,17,4,2,0,9,2,8,6,2,0,-3,0,9,-2,0,0,0.333333333,0.222222222,0.111111111
41,6,12,-6,w,13.25,5.407407407,7.842592593,7,3,10,0,2,0,12,1,18,6,3,0,-5,2,-8,-6,-1,0,0.428571429,0.083333333,0.345238096
42,12,6,6,l,5.407407407,13.25,-7.842592593,7,3,10,0,2,0,12,1,18,6,3,0,-5,2,-8,-6,-1,0,0.428571429,0.083333333,0.345238096
43,12,5,7,w,13.72727273,10,3.72727273,6,5,9,1,1,0,23,8,9,8,1,0,-17,-3,0,-7,0,0,0.833333333,0.347826087,0.485507246
44,5,12,-7,l,10,13.72727273,-3.72727273,6,5,9,1,1,0,23,8,9,8,1,0,-17,-3,0,-7,0,0,0.833333333,0.347826087,0.485507246
45,6,6,0,l,9.173913043,10.75,-1.576086957,12,3,9,8,1,1,12,4,10,5,3,0,0,-1,-1,3,-2,1,0.25,0.333333333,-0.083333333
46,2,7,-5,w,15.27777778,6.857142857,8.420634923,22,3,8,8,2,0,5,3,18,1,4,0,17,0,-10,7,-2,0,0.136363636,0.6,-0.463636364
47,9,4,5,w,8.941176471,11.39130435,-2.450127879,8,3,11,7,1,0,10,2,6,4,0,0,-2,1,5,3,1,0,0.375,0.2,0.175
48,7,2,5,l,6.857142857,15.27777778,-8.420634923,22,3,8,8,2,0,5,3,18,1,4,0,17,0,-10,7,-2,0,0.136363636,0.6,-0.463636364
49,4,9,-5,l,11.39130435,8.941176471,2.450127879,8,3,11,7,1,0,10,2,6,4,0,0,-2,1,5,3,1,0,0.375,0.2,0.175
50,6,6,0,w,10.75,9.173913043,1.576086957,12,3,9,8,1,1,12,4,10,5,3,0,0,-1,-1,3,-2,1,0.25,0.333333333,-0.083333333
51,20,10,10,l,9.285714286,12.94736842,-3.661654134,23,3,12,8,1,0,16,10,11,7,1,0,7,-7,1,1,0,0,0.130434783,0.625,-0.494565217
52,10,20,-10,w,12.94736842,9.285714286,3.661654134,23,3,12,8,1,0,16,10,11,7,1,0,7,-7,1,1,0,0,0.130434783,0.625,-0.494565217
53,7,9,-2,l,28.42857143,9.783783784,18.64478765,25,5,8,6,1,0,9,3,5,4,1,0,16,2,3,2,0,0,0.2,0.333333333,-0.133333333
54,9,7,2,w,9.783783784,28.42857143,-18.64478765,25,5,8,6,1,0,9,3,5,4,1,0,16,2,3,2,0,0,0.2,0.333333333,-0.133333333
55,3,17,-14,l,22.9,5.173913043,17.72608696,10,7,7,4,1,0,19,5,13,5,3,0,-9,2,-6,-1,-2,0,0.7,0.263157895,0.436842105
56,17,3,14,w,5.173913043,22.9,-17.72608696,10,7,7,4,1,0,19,5,13,5,3,0,-9,2,-6,-1,-2,0,0.7,0.263157895,0.436842105
57,4,4,0,d,14.61904762,11.83333333,2.78571429,17,2,9,4,0,0,13,4,11,3,2,0,4,-2,-2,1,-2,0,0.117647059,0.307692308,-0.190045249
58,5,8,-3,w,32.3,4.842105263,27.45789474,17,2,10,6,2,0,8,3,5,6,2,0,9,-1,5,0,0,0,0.117647059,0.375,-0.257352941
59,8,5,3,l,4.842105263,32.3,-27.45789474,17,2,10,6,2,0,8,3,5,6,2,0,9,-1,5,0,0,0,0.117647059,0.375,-0.257352941
60,4,4,0,d,11.83333333,14.61904762,-2.78571429,17,2,9,4,0,0,13,4,11,3,2,0,4,-2,-2,1,-2,0,0.117647059,0.307692308,-0.190045249
61,13,6,7,d,13.57142857,6.666666667,6.904761903,10,2,17,2,1,1,21,8,7,3,2,0,-11,-6,10,-1,-1,1,0.2,0.380952381,-0.180952381
62,6,13,-7,d,6.666666667,13.57142857,-6.904761903,10,2,17,2,1,1,21,8,7,3,2,0,-11,-6,10,-1,-1,1,0.2,0.380952381,-0.180952381
63,5,13,-8,l,9.04,9,0.04,22,5,15,13,2,0,10,2,16,2,4,1,12,3,-1,11,-2,-1,0.227272727,0.2,0.027272727
64,7,10,-3,l,10,6.914285714,3.085714286,13,5,9,4,1,0,8,2,11,5,3,0,5,3,-2,-1,-2,0,0.384615385,0.25,0.134615385
65,7,16,-9,l,21.625,11.4375,10.1875,15,6,10,8,1,0,6,2,6,1,1,0,9,4,4,7,0,0,0.4,0.333333333,0.066666667
66,4,5,-1,d,14.88235294,20.91666667,-6.03431373,13,5,6,3,0,0,8,2,11,4,1,0,5,3,-5,-1,-1,0,0.384615385,0.25,0.134615385
67,13,5,8,w,9,9.04,-0.04,22,5,15,13,2,0,10,2,16,2,4,1,12,3,-1,11,-2,-1,0.227272727,0.2,0.027272727
68,10,7,3,w,6.914285714,10,-3.085714286,13,5,9,4,1,0,8,2,11,5,3,0,5,3,-2,-1,-2,0,0.384615385,0.25,0.134615385
69,16,7,9,w,11.4375,21.625,-10.1875,15,6,10,8,1,0,6,2,6,1,1,0,9,4,4,7,0,0,0.4,0.333333333,0.066666667
70,2,6,-4,d,19.6,12,7.6,13,5,5,6,2,0,13,3,11,5,3,0,0,2,-6,1,-1,0,0.384615385,0.230769231,0.153846154
71,5,12,-7,l,8.740740741,7.842105263,0.898635478,18,8,16,8,2,0,8,3,10,2,1,0,10,5,6,6,1,0,0.444444444,0.375,0.069444444
72,5,4,1,d,20.91666667,14.88235294,6.03431373,13,5,6,3,0,0,8,2,11,4,1,0,5,3,-5,-1,-1,0,0.384615385,0.25,0.134615385
73,6,2,4,d,12,19.6,-7.6,13,5,5,6,2,0,13,3,11,5,3,0,0,2,-6,1,-1,0,0.384615385,0.230769231,0.153846154
74,12,5,7,w,7.842105263,8.740740741,-0.898635478,18,8,16,8,2,0,8,3,10,2,1,0,10,5,6,6,1,0,0.444444444,0.375,0.069444444
75,0,11,-11,l,16.26315789,6.208333333,10.05482456,7,2,10,6,0,0,15,7,16,4,0,0,-8,-5,-6,2,0,0,0.285714286,0.466666667,-0.180952381
76,11,0,11,w,6.208333333,16.26315789,-10.05482456,7,2,10,6,0,0,15,7,16,4,0,0,-8,-5,-6,2,0,0,0.285714286,0.466666667,-0.180952381
77,4,5,-1,w,5.333333333,20.16666667,-14.83333334,15,6,12,7,1,0,8,5,12,7,4,1,7,1,0,0,-3,-1,0.4,0.625,-0.225
78,5,4,1,l,20.16666667,5.333333333,14.83333334,15,6,12,7,1,0,8,5,12,7,4,1,7,1,0,0,-3,-1,0.4,0.625,-0.225
79,12,6,6,d,6.787878788,12.17647059,-5.388591802,26,8,13,11,3,0,13,9,19,6,5,0,13,-1,-6,5,-2,0,0.307692308,0.692307692,-0.384615384
80,6,12,-6,d,12.17647059,6.787878788,5.388591802,26,8,13,11,3,0,13,9,19,6,5,0,13,-1,-6,5,-2,0,0.307692308,0.692307692,-0.384615384
81,19,4,15,w,6.958333333,41.9,-34.94166667,21,9,5,10,0,0,8,1,4,1,0,0,13,8,1,9,0,0,0.428571429,0.125,0.303571429
82,4,19,-15,l,41.9,6.958333333,34.94166667,21,9,5,10,0,0,8,1,4,1,0,0,13,8,1,9,0,0,0.428571429,0.125,0.303571429
83,13,4,9,d,3.964285714,12.1,-8.135714286,14,5,13,3,0,0,7,1,7,6,2,0,7,4,6,-3,-2,0,0.357142857,0.142857143,0.214285714
84,4,13,-9,d,12.1,3.964285714,8.135714286,14,5,13,3,0,0,7,1,7,6,2,0,7,4,6,-3,-2,0,0.357142857,0.142857143,0.214285714
85,6,5,1,w,7.1,13.10714286,-6.00714286,11,4,8,7,1,0,15,6,11,5,2,0,-4,-2,-3,2,-1,0,0.363636364,0.4,-0.036363636
86,5,8,-3,l,17.08333333,6.545454545,10.53787879,13,5,19,4,4,0,11,6,11,3,2,0,2,-1,8,1,2,0,0.384615385,0.545454545,-0.16083916
87,4,4,0,l,4.771428571,9.72,-4.948571429,10,5,14,3,1,0,9,3,14,9,2,0,1,2,0,-6,-1,0,0.5,0.333333333,0.166666667
88,4,4,0,w,9.72,4.771428571,4.948571429,10,5,14,3,1,0,9,3,14,9,2,0,1,2,0,-6,-1,0,0.5,0.333333333,0.166666667
89,8,7,1,l,12.52380952,12.82352941,-0.29971989,17,4,10,12,1,1,11,7,7,6,1,0,6,-3,3,6,0,1,0.235294118,0.636363636,-0.401069518
90,7,8,-1,w,12.82352941,12.52380952,0.29971989,17,4,10,12,1,1,11,7,7,6,1,0,6,-3,3,6,0,1,0.235294118,0.636363636,-0.401069518
91,8,5,3,w,6.545454545,17.08333333,-10.53787879,13,5,19,4,4,0,11,6,11,3,2,0,2,-1,8,1,2,0,0.384615385,0.545454545,-0.16083916
92,5,6,-1,l,13.10714286,7.1,6.00714286,11,4,8,7,1,0,15,6,11,5,2,0,-4,-2,-3,2,-1,0,0.363636364,0.4,-0.036363636
93,14,6,8,l,7.958333333,18.42857143,-10.4702381,7,3,8,3,3,0,25,8,7,16,1,0,-18,-5,1,-13,2,0,0.428571429,0.32,0.108571429
94,6,14,-8,w,18.42857143,7.958333333,10.4702381,7,3,8,3,3,0,25,8,7,16,1,0,-18,-5,1,-13,2,0,0.428571429,0.32,0.108571429
95,3,9,-6,w,12.09090909,5.516129032,6.574780058,13,6,5,7,0,0,14,5,14,7,4,0,-1,1,-9,0,-4,0,0.461538462,0.357142857,0.104395605
96,9,3,6,l,5.516129032,12.09090909,-6.574780058,13,6,5,7,0,0,14,5,14,7,4,0,-1,1,-9,0,-4,0,0.461538462,0.357142857,0.104395605
97,7,12,-5,d,21.41666667,9.071428571,12.3452381,31,7,14,7,3,0,10,4,4,1,3,0,21,3,10,6,0,0,0.225806452,0.4,-0.174193548
98,12,7,5,d,9.071428571,21.41666667,-12.3452381,31,7,14,7,3,0,10,4,4,1,3,0,21,3,10,6,0,0,0.225806452,0.4,-0.174193548
99,4,9,-5,d,9.681818182,10.09090909,-0.409090908,10,5,13,2,2,0,13,1,12,4,1,1,-3,4,1,-2,1,-1,0.5,0.076923077,0.423076923
100,9,4,5,d,10.09090909,9.681818182,0.409090908,10,5,13,2,2,0,13,1,12,4,1,1,-3,4,1,-2,1,-1,0.5,0.076923077,0.423076923
101,2,6,-4,w,17.9375,4.085714286,13.85178571,25,6,8,4,1,0,6,3,9,5,3,0,19,3,-1,-1,-2,0,0.24,0.5,-0.26
102,6,2,4,l,4.085714286,17.9375,-13.85178571,25,6,8,4,1,0,6,3,9,5,3,0,19,3,-1,-1,-2,0,0.24,0.5,-0.26
103,7,9,-2,w,10.63636364,5.617647059,5.018716581,16,7,16,8,1,0,11,4,13,2,2,0,5,3,3,6,-1,0,0.4375,0.363636364,0.073863636
104,9,7,2,l,5.617647059,10.63636364,-5.018716581,16,7,16,8,1,0,11,4,13,2,2,0,5,3,3,6,-1,0,0.4375,0.363636364,0.073863636
105,7,9,-2,w,11.68,14.9,-3.22,13,6,11,7,0,0,11,2,10,3,1,0,2,4,1,4,-1,0,0.461538462,0.181818182,0.27972028
106,9,2,7,l,5.647058824,13.15,-7.502941176,16,3,9,12,1,0,2,1,9,3,3,0,14,2,0,9,-2,0,0.1875,0.5,-0.3125
107,13,1,12,w,11.33333333,35.83333333,-24.5,28,11,5,5,2,0,5,4,9,4,2,0,23,7,-4,1,0,0,0.392857143,0.8,-0.407142857
108,9,7,2,l,14.9,11.68,3.22,13,6,11,7,0,0,11,2,10,3,1,0,2,4,1,4,-1,0,0.461538462,0.181818182,0.27972028
109,2,9,-7,w,13.15,5.647058824,7.502941176,16,3,9,12,1,0,2,1,9,3,3,0,14,2,0,9,-2,0,0.1875,0.5,-0.3125
110,1,13,-12,l,35.83333333,11.33333333,24.5,28,11,5.00E+00,5,2,0,5,4,9,4,2,0,23,7,-4,1,0,0,0.392857143,0.8,-0.407142857
111,6,4,2,d,6.095238095,22.9,-16.80476191,11,4,12,5,2,0,16,3,8,3,1,0,-5,1,4,2,1,0,0.363636364,0.1875,0.176136364
112,4,6,-2,d,22.9,6.095238095,16.80476191,11,4,12,5,2,0,16,3,8,3,1,0,-5,1,4,2,1,0,0.363636364,0.1875,0.176136364
113,6,5,1,d,13.94736842,12.52380952,1.4235589,13,4,7,6,2,0,14,4,10,7,1,1,-1,0,-3,-1,1,-1,0.307692308,0.285714286,0.021978022
114,5,4,1,l,17.18181818,14.94736842,2.23444976,8,6,8,3,2,0,9,3,9,7,2,0,-1,3,-1,-4,0,0,0.75,0.333333333,0.416666667
115,4,5,-1,w,14.94736842,17.18181818,-2.23444976,8,6,8,3,2,0,9,3,9,7,2,0,-1,3,-1,-4,0,0,0.75,0.333333333,0.416666667
116,5,6,-1,d,12.52380952,13.94736842,-1.4235589,13,4,7,6,2,0,14,4,10,7,1,1,-1,0,-3,-1,1,-1,0.307692308,0.285714286,0.021978022
117,12,8,4,w,9.1,11,-1.9,21,6,13,9,5,1,14,9,15,4,1,0,7,-3,-2,5,4,1,0.285714286,0.642857143,-0.357142857
118,8,12,-4,l,11,9.1,1.9,21,6,13,9,5,1,14,9,15,4,1,0,7,-3,-2,5,4,1,0.285714286,0.642857143,-0.357142857
119,5,5,0,l,11.625,7.914285714,3.710714286,13,2,8,6,3,0,6,3,13,4,3,0,7,-1,-5,2,0,0,0.153846154,0.5,-0.346153846
120,5,5,0,w,7.914285714,11.625,-3.710714286,13,2,8,6,3,0,6,3,13,4,3,0,7,-1,-5,2,0,0,0.153846154,0.5,-0.346153846
121,11,1,10,w,11.27272727,24.23529412,-12.96256685,12,2,8,6,1,0,16,4,4,5,1,0,-4,-2,4,1,0,0,0.166666667,0.25,-0.083333333
122,1,11,-10,l,24.23529412,11.27272727,12.96256685,12,2,8,6,1,0,16,4,4,5,1,0,-4,-2,4,1,0,0,0.166666667,0.25,-0.083333333
123,3,2,1,d,6.05,9.045454545,-2.995454545,16,3,10,7,1,0,10,3,16,3,4,0,6,0,-6,4,-3,0,0.1875,0.3,-0.1125
124,8,17,-9,d,11.25,13.1,-1.85,13,5,7,6,3,0,17,6,8,6,1,0,-4,-1,-1,0,2,0,0.384615385,0.352941176,0.031674209
125,0,9,-9,l,12.76923077,14.54166667,-1.7724359,24,10,5,5,2,0,8,1,13,2,3,0,16,9,-8,3,-1,0,0.416666667,0.125,0.291666667
126,2,3,-1,d,9.045454545,6.05,2.995454545,16,3,10,7,1,0,10,3,16,3,4,0,6,0,-6,4,-3,0,0.1875,0.3,-0.1125
127,9,0,9,w,14.54166667,12.76923077,1.7724359,24,10,5,5,2,0,8,1,13,2,3,0,16,9,-8,3,-1,0,0.416666667,0.125,0.291666667
128,11,10,1,w,12.7826087,9.111111111,3.671497589,15,3,14,5,3,0,10,3,10,5,1,0,5,0,4,0,2,0,0.2,0.3,-0.1
129,10,11,-1,l,9.111111111,12.7826087,-3.671497589,15,3,14,5,3,0,10,3,10,5,1,0,5,0,4,0,2,0,0.2,0.3,-0.1
130,8,7,1,l,5.648648649,31.75,-26.10135135,9,4,5,6,0,1,14,6,16,6,2,0,-5,-2,-11,0,-2,1,0.444444444,0.428571429,0.015873015
131,7,8,-1,w,31.75,5.648648649,26.10135135,9,4,5,6,0,1,14,6,16,6,2,0,-5,-2,-11,0,-2,1,0.444444444,0.428571429,0.015873015
132,10,5,5,l,11.38095238,22.9375,-11.55654762,6,2,5,1,0,0,14,5,6,6,1,0,-8,-3,-1,-5,-1,0,0.333333333,0.357142857,-0.023809524
133,17,8,9,d,13.1,11.25,1.85,13,5,7,6,3,0,17,6,8,6,1,0,-4,-1,-1,0,2,0,0.384615385,0.352941176,0.031674209
134,5,10,-5,w,22.9375,11.38095238,11.55654762,6,2,5,1,0,0,14,5,6,6,1,0,-8,-3,-1,-5,-1,0,0.333333333,0.357142857,-0.023809524
135,6,13,-7,l,32.66666667,9.714285714,22.95238096,12,8,4,5,2,0,20,9,8,2,2,0,-8,-1,-4,3,0,0,0.666666667,0.45,0.216666667
136,13,6,7,w,9.714285714,32.66666667,-22.95238096,12,8,4,5,2,0,20,9,8,2,2,0,-8,-1,-4,3,0,0,0.666666667,0.45,0.216666667
137,13,1,12,w,5.558823529,35.72727273,-30.1684492,13,5,12,9,1,0,3,0,9,0,1,1,10,5,3,9,0,-1,0.384615385,0,0.384615385
138,1,13,-12,l,35.72727273,5.558823529,30.1684492,13,5,12,9,1,0,3,0,9,0,1,1,10,5,3,9,0,-1,0.384615385,0,0.384615385
139,7,5,2,d,10.125,5.925925926,4.199074074,16,4,18,8,4,0,10,5,13,7,2,0,6,-1,5,1,2,0,0.25,0.5,-0.25
140,5,7,-2,d,5.925925926,10.125,-4.199074074,16,4,18,8,4,0,10,5,13,7,2,0,6,-1,5,1,2,0,0.25,0.5,-0.25
141,12,4,8,w,8.135135135,15.23529412,-7.100158985,17,6,11,4,2,0,8,3,7,4,1,0,9,3,4,0,1,0,0.352941176,0.375,-0.022058824
142,4,12,-8,l,15.23529412,8.135135135,7.100158985,17,6,11,4,2,0,8,3,7,4,1,0,9,3,4,0,1,0,0.352941176,0.375,-0.022058824
143,9,13,-4,w,8.8,6.041666667,2.758333333,21,5,14,10,1,0,22,12,17,6,3,0,-1,-7,-3,4,-2,0,0.238095238,0.545454545,-0.307359307
